sequence	VoyageID	Lat	LatType	Lon	LonType	Day	Month	Year	SpeciesName	Number_Whales	Vessel1	Vessel2	Ocean	Basin	DegLat	MinLat	NS	DegLong	MinLong	EW	PosType	Wording	Remarks
14754	AV00000	2.340	I	128.500	I	10	12	1833	Sperm	1			Indian	Indian							I:I	Off Morty	
14728	AV00000	2.340	I	128.500	I	14	12	1833	Sperm	2			Indian	Indian							I:I	Off Morty	
14733	AV00000	2.340	I	128.500	I	15	12	1833	Sperm	1			Indian	Indian							I:I	Off Morty	
14735	AV00000	2.340	I	128.500	I	18	12	1833	Sperm	1			Indian	Indian							I:I	Off Morty	
14736	AV00000	2.340	I	128.500	I	21	12	1833	Sperm	1			Indian	Indian							I:I	Off Morty	
14740	AV00000	2.340	I	128.500	I	22	12	1833	Sperm	3			Indian	Indian							I:I	Off Morty	
14742	AV00000	2.340	I	128.500	I	27	12	1833	Sperm	1			Indian	Indian							I:I	Off Morty	
14727	AV00000	2.340	I	128.500	I	12	1	1834	Sperm	5			Indian	Indian							I:I	Off Morty	
13280	AV00000	-3.000	I	129.000	I	9	2	1834	Sperm	3			Indian	Indian							I:I	North side of Coram	
13277	AV00000	-3.000	I	129.000	I	14	2	1834	Sperm	1			Indian	Indian							I:I	North side of Coram	do.
13273	AV00000	-3.000	I	129.000	I	24	2	1834	Sperm	3			Indian	Indian							I:I	North side of Coram	do.
13278	AV00000	-3.000	I	129.000	I	28	2	1834	Sperm	3			Indian	Indian							I:I	Between Coram & New Guinea	
13276	AV00000	-3.000	I	129.000	I	18	3	1834	Sperm	2			Indian	Indian							I:I	North side of Coram	
13272	AV00000	-3.000	I	129.000	I	5	4	1834	Sperm	1			Indian	Indian							I:I	North side of Coram	
7992	AV00000	-14.500	L	107.000	L	3	6	1834	Sperm	1			Indian	Indian	14	30	S	107	0	E	L:L		
7993	AV00000	-15.533	L	104.150	L	6	6	1834	Sperm	2			Indian	Indian	15	32	S	104	9	E	L:L		
7994	AV00000	-19.000	L	86.000	L	18	6	1834	Sperm	3			Indian	Indian	19	0	S	86	0	E	L:L		
11275	AV00000	-16.000	L	-4.000	L	13	8	1834	Sperm	1			Atlantic	South Atlantic	16	0	S	4	0	W	L:L		
13279	AV00000	-3.000	I	129.000	I	26	8	1835	Sperm	1			Indian	Indian							I:I	Between Coram & New Guinea	
3624	AV00000	-4.983	L	0.000		30	8	1835	Sperm	1			Indian	Indian	4	59	S				L:NA	Off great Key, New Guinea	
6905	AV00000	0.000		0.000		10	9	1835	Sperm	2			Indian	Indian							NA:NA	Lenwarden Shoal	
14730	AV00000	2.340	I	128.500	I	6	10	1835	Sperm	1			Indian	Indian							I:I	Off Morty	
14721	AV00000	2.340	I	128.500	I	20	10	1835	Sperm	1			Indian	Indian							I:I	Off Morty	
13967	AV00000	0.500	I	-128.000	I	25	10	1835	Sperm	1			Indian	Indian							I:I	Off Gillolo	
13968	AV00000	0.500	I	-128.000	I	29	10	1835	Sperm	1			Indian	Indian							I:I	Off Gillolo	
14746	AV00000	2.340	I	128.500	I	3	11	1835	Sperm	4			Indian	Indian							I:I	Off Morty	
6911	AV00000	-4.733	L	0.000		7	12	1835	Sperm	4			Indian	Indian	4	44	S				L:NA	Off Wessels I., near the Keys, New Guinea	
4725	AV00000	-4.733	L	0.000		8	12	1835	Sperm	2			Indian	Indian	4	44	S				L:NA	Off Wessels I., near the Keys, New Guinea	do.
8007	AV00000	-4.733	L	0.000		9	12	1835	Sperm	1			Indian	Indian	4	44	S				L:NA	Off Wessels I., near the Keys, New Guinea	do.
6914	AV00000	0.000		0.000		16	12	1835	Sperm	1			Indian	Indian							NA:NA	The Keys, New Guinea	
8008	AV00000	-4.667	L	132.400	L	27	12	1835	Sperm	1			Indian	Indian	4	40	S	132	24	E	L:L		
8009	AV00000	-4.833	L	0.000		30	12	1835	Sperm	1			Indian	Indian	4	50	S				L:NA	Off the Keys, New Guinea	
9104	AV00000	-5.000	L	130.000	L	21	1	1836	Sperm	1			Indian	Indian	5	0	S	130	0	E	L:L	Off Hammock I (near 5 S, 130 E)	
4257	AV00000	-34.800	L	72.000	L	17	11	1845	Right	1			Indian	Indian	34	48	S	72	0	E	L:L		
9098	AV00000	-31.000	L	-148.517	L	2	2	1846	Sperm	1			Pacific	South Pacific	31	0	S	148	31	W	L:L		
3771	AV00000	-12.417	L	-133.517	L	1	3	1846	Sperm	3			Pacific	South Pacific	12	25	S	133	31	W	L:L		
7052	AV00000	-10.700	L	-132.550	L	3	3	1846	Sperm	4			Pacific	South Pacific	10	42	S	132	33	W	L:L		
470	AV00000	50.100	L	160.500	L	3	6	1846	Right	1			Pacific	North Pacific	50	6	N	160	30	E	L:L		
1851	AV00000	50.150	L	160.650	L	8	6	1846	Right	1			Pacific	North Pacific	50	9	N	160	39	E	L:L		
2216	AV00000	50.333	L	160.833	L	14	6	1846	Right	1			Pacific	North Pacific	50	20	N	160	50	E	L:L		Found Dead
2217	AV00000	51.117	L	161.583	L	20	6	1846	Right	1			Pacific	North Pacific	51	7	N	161	35	E	L:L		
2582	AV00000	51.167	L	161.500	L	21	6	1846	Right	1			Pacific	North Pacific	51	10	N	161	30	E	L:L		
3114	AV00000	51.200	L	160.500	L	30	6	1846	Right	1			Pacific	North Pacific	51	12	N	160	30	E	L:L		
2223	AV00000	51.700	L	160.500	L	2	7	1846	Right	1			Pacific	North Pacific	51	42	N	160	30	E	L:L		
2222	AV00000	51.833	L	160.500	L	10	7	1846	Right	1			Pacific	North Pacific	51	50	N	160	30	E	L:L		
4775	AV00000	51.733	L	160.833	L	16	7	1846	Right	1			Pacific	North Pacific	51	44	N	160	50	E	L:L		
5140	AV00000	52.983	L	161.417	L	22	7	1846	Right	1			Pacific	North Pacific	52	59	N	161	25	E	L:L		
14761	AV00000	55.980	I	160.590	I	19	8	1846	Right	1			Pacific	North Pacific							I:I	Off Mt. Kansharka	
14760	AV00000	55.980	I	160.590	I	20	8	1846	Right	1			Pacific	North Pacific							I:I	Off Mt. Kansharka	
14765	AV00000	55.980	I	160.590	I	2	9	1846	Right	1			Pacific	North Pacific							I:I	Off Mt. Kansharka	approx do.
13700	AV00000	-15.000	I	148.000	I	28	12	1846	Sperm	3			Pacific								I:I	Deans I.	
14882	AV00000	21.500	I	-157.950	I	9	2	1847	Sperm	1			Pacific	North Pacific							I:I	Oahu, bearing SW, 40 miles	
1501	AV00000	44.850	L	164.000	L	5	5	1847	Right	1			Pacific	North Pacific	44	51	N	164	0	E	L:L		
1502	AV00000	50.667	L	162.000	L	25	5	1847	Right	1			Pacific	North Pacific	50	40	N	162	0	E	L:L		
4416	AV00000	49.667	L	160.167	L	5	6	1847	Right	1			Pacific	North Pacific	49	40	N	160	10	E	L:L		
530	AV00000	50.467	L	162.000	L	16	6	1847	Right	1			Pacific	North Pacific	50	28	N	162	0	E	L:L		
892	AV00000	50.517	L	159.850	L	22	6	1847	Right	1			Pacific	North Pacific	50	31	N	159	51	E	L:L		
411	AV00000	51.517	L	158.833	L	27	6	1847	Right	1			Pacific	North Pacific	51	31	N	158	50	E	L:L		
2234	AV00000	51.500	L	159.333	L	4	7	1847	Right	1			Pacific	North Pacific	51	30	N	159	20	E	L:L		
11005	AV00000	-5.433	L	79.033	L	22	3	1850	Sperm	1			Indian	Indian	5	26	S	79	2	E	L:L		
6632	AV00000	-5.967	L	77.033	L	30	3	1850	Sperm	1			Indian	Indian	5	58	S	77	2	E	L:L		
9913	AV00000	-6.583	L	77.000	L	7	4	1850	Sperm	2			Indian	Indian	6	35	S	77	0	E	L:L		
11740	AV00000	-6.833	L	78.750	L	16	4	1850	Sperm	1			Indian	Indian	6	50	S	78	45	E	L:L		
6271	AV00000	-6.567	L	77.300	L	25	4	1850	Sperm	1			Indian	Indian	6	34	S	77	18	E	L:L		
6272	AV00000	-6.367	L	76.000	L	28	4	1850	Sperm	1			Indian	Indian	6	22	S	76	0	E	L:L		
9917	AV00000	-6.667	L	77.833	L	21	5	1850	Sperm	2			Indian	Indian	6	40	S	77	50	E	L:L		
13091	AV00000	-34.210	I	119.200	I	28	7	1850	Sperm	1			Indian	Indian							I:I	off Doubtful Island near Bald Head, SW corner of Australia	
14391	AV00000	-34.933	L	118.000	I	28	8	1850	Sperm	1			Indian	Indian	34	56	S				L:I	near Bald Head	
14400	AV00000	-34.833	L	118.000	I	22	9	1850	Sperm	1			Indian	Indian	34	50	S				L:I	near Bald Head	
9557	AV00000	-4.883	L	79.000	L	7	1	1851	Sperm	1			Indian	Indian	4	53	S	79	0	E	L:L		
3362	AV00000	-6.067	L	78.000	L	21	1	1851	Sperm	1			Indian	Indian	6	4	S	78	0	E	L:L		
9923	AV00000	-6.750	L	78.000	L	15	2	1851	Sperm	3			Indian	Indian	6	45	S	78	0	E	L:L		
9924	AV00000	-7.267	L	79.000	L	16	3	1851	Sperm	1			Indian	Indian	7	16	S	79	0	E	L:L		
9925	AV00000	-7.167	L	72.000	L	26	5	1851	Sperm	3			Indian	Indian	7	10	S	72	0	E	L:L		
6646	AV00000	0.133	L	55.000	L	23	7	1851	Sperm	1			Indian	Indian	0	8	N	55	0	E	L:L		
11630	AV00000	-2.717	L	55.000	L	12	8	1851	Sperm	1			Indian	Indian	2	43	S	55	0	E	L:L		
6648	AV00000	-3.033	L	60.000	L	3	9	1851	Sperm	5			Indian	Indian	3	2	S	60	0	E	L:L		
6649	AV00000	2.667	L	55.000	L	3	11	1851	Sperm	3			Indian	Indian	2	40	N	55	0	E	L:L	50-60 E	
9566	AV00000	1.000	L	55.000	L	19	11	1851	Sperm	1			Indian	Indian	1	0	N	55	0	E	L:L	50-60 E	
9931	AV00000	-3.467	L	55.000	L	7	12	1851	Sperm	5			Indian	Indian	3	28	S	55	0	E	L:L		
9932	AV00000	-10.650	L	59.000	L	12	4	1852	Sperm	4			Indian	Indian	10	39	S	59	0	E	L:L		
6653	AV00000	-10.450	L	59.000	L	29	4	1852	Sperm	2			Indian	Indian	10	27	S	59	0	E	L:L		
13988	AV00000	-40.320	I	-9.940	I	5	8	1856	Right	1			Atlantic	South Atlantic							I:I	to E of Goughs I.	[vessel from Bremen, Germany]
2314	AV00000	-37.000	L	62.000	L	16	11	1856	Right	1			Indian	Indian	37	0	S	62	0	E	L:L		
5595	AV00000	-48.250	L	70.000	L	31	1	1857	Right	1			Indian	Indian	48	15	S	70	0	E	L:L		found dead
5839	AV00000	-48.250	L	70.000	L	1	2	1857	Right	1			Indian	Indian	48	15	S	70	0	E	L:L		
5961	AV00000	-48.000	L	70.333	L	4	2	1857	Right	1			Indian	Indian	48	0	S	70	20	E	L:L		
1953	AV00000	-48.167	L	69.500	L	28	2	1857	Right	1			Indian	Indian	48	10	S	69	30	E	L:L		
3213	AV00000	-48.000	L	69.583	L	1	3	1857	Right	1			Indian	Indian	48	0	S	69	35	E	L:L		
3132	AV00000	-48.000	L	69.500	L	3	3	1857	Right	1			Indian	Indian	48	0	S	69	30	E	L:L		
2930	AV00000	-48.000	L	69.833	L	7	3	1857	Right	1			Indian	Indian	48	0	S	69	50	E	L:L		found dead
5603	AV00000	-48.000	L	69.833	L	8	3	1857	Right	2			Indian	Indian	48	0	S	69	50	E	L:L		
5604	AV00000	-48.050	L	69.333	L	20	3	1857	Right	1			Indian	Indian	48	3	S	69	20	E	L:L		
2689	AV00000	-48.050	L	69.333	L	21	3	1857	Right	1			Indian	Indian	48	3	S	69	20	E	L:L		
6436	AV00000	-34.000	L	171.250	L	5	9	1857	Sperm	1			Pacific	South Pacific	34	0	S	171	15	E	L:L		
9717	AV00000	-34.250	L	171.500	L	9	9	1857	Sperm	1			Pacific	South Pacific	34	15	S	171	30	E	L:L		
9718	AV00000	-34.667	L	171.000	L	18	9	1857	Sperm	2			Pacific	South Pacific	34	40	S	171	0	E	L:L		
9719	AV00000	-34.167	L	171.250	L	22	10	1857	Sperm	1			Pacific	South Pacific	34	10	S	171	15	E	L:L		
4881	AV00000	-35.933	L	-166.667	L	14	11	1857	Right	1			Pacific	South Pacific	35	56	S	166	40	W	L:L		
2332	AV00000	-36.550	L	-166.417	L	18	11	1857	Right	1			Pacific	South Pacific	36	33	S	166	25	W	L:L		
1603	AV00000	-36.750	L	-164.917	L	26	11	1857	Right	1			Pacific	South Pacific	36	45	S	164	55	W	L:L		
1240	AV00000	-37.000	L	-164.750	L	27	11	1857	Right	1			Pacific	South Pacific	37	0	S	164	45	W	L:L		
2334	AV00000	-39.333	L	-160.750	L	4	12	1857	Right	1			Pacific	South Pacific	39	20	S	160	45	W	L:L		
4522	AV00000	-43.833	L	-160.500	L	18	12	1857	Right	1			Pacific	South Pacific	43	50	S	160	30	W	L:L		
514	AV00000	-43.833	L	-160.333	L	22	12	1857	Right	1			Pacific	South Pacific	43	50	S	160	20	W	L:L		
4523	AV00000	-47.250	L	-161.583	L	29	12	1857	Right	1			Pacific	South Pacific	47	15	S	161	35	W	L:L		
4889	AV00000	-48.083	L	-160.667	L	7	1	1858	Right	3			Pacific	South Pacific	48	5	S	160	40	W	L:L		one found dead
601	AV00000	48.000	L	-170.000	L	20	4	1858	Right	1			Pacific	North Pacific	48	0	N	170	0	W	L:L		Found Dead
4526	AV00000	58.683	L	-139.117	L	12	5	1858	Right	1			Pacific	North Pacific	58	41	N	139	7	W	L:L		
3194	AV00000	58.500	L	0.000		17	5	1858	Right	1			Pacific	North Pacific	58	30	N				L:NA	coast of N. America, land in sight about 58.30 N	
13148	AV00000	0.000	I	0.000	I	26	5	1858	Right	1			Pacific	North Pacific							I:I	off Cape Fairweather	
13773	AV00000	0.000	I	0.000	I	2	7	1858	Bowhead	1			Arctic	Arctic							I:I	Cape East	
14405	AV00000	0.000	I	0.000	I	28	7	1858	Gray	1			Arctic	Arctic							I:I	King Id.	
910	AV00000	68.500	L	-173.333	L	7	8	1858	Bowhead	1			Arctic	Arctic	68	30	N	173	20	W	L:L		
3014	AV00000	65.867	L	0.000		9	8	1858	Humpback	1			Pacific	North Pacific	65	52	N				L:NA	from St. Lawrence Bay through the Straits	
13174	AV00000	0.000	I	0.000	I	16	8	1858	Bowhead	2			Arctic	Arctic							I:I	off Cape Lisburne	
1760	AV00000	69.700	L	0.000		23	8	1858	Bowhead	1			Arctic	Arctic	69	42	N				L:NA		
1556	AV00000	69.000	L	0.000		31	8	1858	Bowhead	1			Arctic	Arctic	69	0	N				L:NA		
3543	AV00000	0.000		0.000		5	10	1858	Right	1			Pacific								NA:NA	St. Matthews I. bearing SE	
6457	AV00000	-45.133	L	-175.683	L	6	2	1859	Sperm	1			Pacific	South Pacific	45	8	S	175	41	W	L:L		
6458	AV00000	-45.433	L	176.700	L	24	2	1859	Sperm	1			Pacific	South Pacific	45	26	S	176	42	E	L:L		
406	AV00000	-44.417	L	173.833	L	2	3	1859	Right	1			Pacific	South Pacific	44	25	S	173	50	E	L:L		
12507	AV00000	-43.490	I	172.590	I	14	3	1859	Right	1			Pacific	South Pacific							I:I	off Akaroa Bay, New Zealand	
5882	AV00000	-24.783	L	-37.517	L	18	1	1864	Sperm	1			Atlantic	South Atlantic	24	47	S	37	31	W	L:L		
5883	AV00000	26.767	L	-50.967	L	2	5	1864	Sperm	2			Atlantic	North Atlantic	26	46	N	50	58	W	L:L		
9164	AV00000	41.717	L	-37.650	L	22	9	1864	Sperm	1			Atlantic	North Atlantic	41	43	N	37	39	W	L:L		
8892	AV00009	32.767	L	-54.667	L	22	5	1915	Sperm	2			Atlantic	North Atlantic	32	46	N	54	40	W	L:L		
11080	AV00009	32.717	L	-55.200	L	23	5	1915	Sperm	1			Atlantic	North Atlantic	32	43	N	55	12	W	L:L		
8894	AV00009	34.150	L	-49.333	L	7	6	1915	Sperm	1			Atlantic	North Atlantic	34	9	N	49	20	W	L:L		
8895	AV00009	34.467	L	-47.167	L	12	6	1915	Sperm	1			Atlantic	North Atlantic	34	28	N	47	10	W	L:L		
8896	AV00009	33.183	L	-44.167	L	22	6	1915	Sperm	1			Atlantic	North Atlantic	33	11	N	44	10	W	L:L		
5617	AV00009	33.000	L	-44.283	L	30	6	1915	Sperm	1			Atlantic	North Atlantic	33	0	N	44	17	W	L:L		
12057	AV00009	33.000	L	-44.333	L	3	7	1915	Sperm	2			Atlantic	North Atlantic	33	0	N	44	20	W	L:L		
8899	AV00009	33.250	L	-44.350	L	6	7	1915	Sperm	3			Atlantic	North Atlantic	33	15	N	44	21	W	L:L		
8900	AV00009	32.833	L	-49.633	L	9	7	1915	Sperm	1			Atlantic	North Atlantic	32	50	N	44	338	W	L:L		
8901	AV00009	33.000	L	-44.483	L	11	7	1915	Sperm	1			Atlantic	North Atlantic	33	0	N	44	29	W	L:L		
8902	AV00009	32.267	L	-65.400	L	11	8	1915	Sperm	1			Atlantic	North Atlantic	32	16	N	65	24	W	L:L		
5623	AV00009	39.383	L	-71.133	L	27	8	1915	Sperm	2			Atlantic	North Atlantic	39	23	N	71	8	W	L:L		
14150	AV00013	64.000	I	-80.000	I	11	9	1876	Bowhead	1			Hudson Bay	eastern Arctic							I:I	off Yellow Bluff	prob. Bowhead
14569	AV00013	62.680	I	-91.200	I	16	9	1876	Bowhead	1			Hudson Bay	eastern Arctic							I:I	approx do. (not far from Marble I)	
14572	AV00013	62.680	I	-91.200	I	6	6	1877	Bowhead	1			Hudson Bay	eastern Arctic							I:I	near Marble I and Depot I.	
14562	AV00013	62.680	I	-91.200	I	9	6	1877	Bowhead	1			Hudson Bay	eastern Arctic							I:I	near Marble I and Depot I.	
4104	AV00014	60.117	L	-35.933	L	13	8	1877	Right	1			Atlantic	North Atlantic	60	7	N	35	56	W	L:L		
3736	AV00014	59.700	L	-34.833	L	19	8	1877	Right	1			Atlantic	North Atlantic	59	42	N	34	50	W	L:L		
460	AV00014	60.067	L	-37.133	L	22	8	1877	Right	1			Atlantic	North Atlantic	60	4	N	37	8	W	L:L		Probably Right
3782	AV00014	60.200	L	-37.717	L	24	8	1877	Right	1			Atlantic	North Atlantic	60	12	N	37	43	W	L:L		
5909	AV00015	38.617	L	-65.000	L	19	5	1878	Sperm	1			Atlantic	North Atlantic	38	37	N	65	0	W	L:L		
7779	AV00042	5.000	L	-22.050	L	27	12	1853	Sperm	1			Atlantic	North Atlantic	5	0	N	22	3	W	L:L		probably
7780	AV00042	-2.000	L	-87.000	L	8	10	1854	Sperm	1			Pacific	South Pacific	2	0	S	87	0	W	L:L		
7781	AV00042	0.500	L	-87.750	L	10	1	1855	Sperm	1			Pacific	North Pacific	0	30	N	87	45	W	L:L		
4502	AV00042	-16.617	L	-101.233	L	7	2	1855	Sperm	2			Pacific	South Pacific	16	37	S	101	14	W	L:L		
4503	AV00042	0.500	L	-114.000	L	29	4	1855	Sperm	1			Pacific	North Pacific	0	30	N	114	0	W	L:L		
7784	AV00042	24.700	L	-114.367	L	3	7	1855	Sperm	1			Pacific	North Pacific	24	42	N	114	22	W	L:L		
7785	AV00042	24.533	L	-114.050	L	5	7	1855	Sperm	1			Pacific	North Pacific	24	32	N	114	3	W	L:L		
4506	AV00042	1.183	L	-81.833	L	14	10	1855	Sperm	3			Pacific	North Pacific	1	11	N	81	50	W	L:L		
4507	AV00042	1.000	L	-91.333	L	8	12	1855	Sperm	1			Pacific	North Pacific	1	0	N	91	20	W	L:L		
12540	AV00042	-0.600	I	-91.150	I	11	12	1855	Sperm	1			Pacific	South Pacific						W	I:I	off North Head Albermarle	
7789	AV00042	-2.000	L	-87.500	L	28	1	1856	Sperm	1			Pacific	South Pacific	2	0	S	87	30	W	L:L		
7790	AV00042	-1.567	L	-89.100	L	15	2	1856	Sperm	1			Pacific	South Pacific	1	34	S	89	6	W	L:L		probably
1231	AV00042	0.733	L	-81.667	L	9	9	1856	Sperm	1			Pacific	North Pacific	0	44	N	81	40	W	L:L		
7792	AV00042	0.383	L	-81.267	L	18	9	1856	Sperm	1			Pacific	North Pacific	0	23	N	81	16	W	L:L		
13940	AV00042	0.000	I	-90.000	I	27	11	1856	Sperm	1			Pacific	South Pacific						W	I:I	Galapagos	
13927	AV00042	0.000	I	-90.000	I	29	11	1856	Sperm	2			Pacific	South Pacific						W	I:I	Galapagos	
7795	AV00042	0.417	L	-92.250	L	4	12	1856	Sperm	1			Pacific	North Pacific	0	25	N	92	15	W	L:L		
7796	AV00042	0.667	L	-93.400	L	14	12	1856	Sperm	4			Pacific	North Pacific	0	40	N	93	24	W	L:L		
7797	AV00042	1.067	L	-91.000	L	11	1	1857	Sperm	3			Pacific	North Pacific	1	4	N	91	0	W	L:L		
4518	AV00043	-18.000	L	41.000	L	11	1	1858	Sperm	1			Indian	Indian	18	0	S	41	0	E	L:L		probably
7799	AV00043	12.000	L	45.000	L	24	2	1858	Sperm	2			Indian	Indian	12	0	N	45	0	E	L:L	between n end of Madagascar and coast of Africa	
13727	AV00043	-3.780	I	55.650	I	4	5	1858	Sperm	1			Indian	Indian							I:I	off the Seychelles Banks, SW of Dennis I	shared with ship Brewster
13627	AV00043	-9.710	I	47.580	I	30	5	1858	Sperm	2			Indian	Indian							I:I	NW of the Cosmoledo Is	cow and small bull
14021	AV00043	-11.670	I	43.350	I	6	6	1858	Sperm	1			Indian	Indian							I:I	off Comoro Island	small cow
7803	AV00043	0.000		0.000		30	8	1858	Sperm	4			Indian	Indian							NA:NA	off E coast of Africa	
7804	AV00043	0.000		0.000		10	9	1858	Sperm	1			Indian	Indian							NA:NA	off E coast of Africa	bull
4525	AV00043	0.000		0.000		11	10	1858	Sperm	1			Indian	Indian							NA:NA	E coast of Africa in sight	young bull
7806	AV00043	0.000		0.000		18	10	1858	Sperm	1			Indian	Indian							NA:NA	E coast of Africa in sight	
7807	AV00043	0.000		0.000		31	10	1858	Sperm	3			Indian	Indian							NA:NA	E coast of Africa in sight	
7808	AV00043	-5.467	L	41.067	L	26	12	1858	Sperm	1			Indian	Indian	5	28	S	41	4	E	L:L		
7809	AV00043	-9.000	L	60.000	L	12	3	1859	Sperm	1			Indian	Indian	9	0	S	60	0	E	L:L		shared with Bark Platina
1250	AV00043	-11.667	L	45.000	L	5	6	1859	Sperm	1			Indian	Indian	11	40	S	45	0	E	L:L		
7811	AV00043	-5.767	L	42.333	L	8	8	1859	Sperm	1			Indian	Indian	5	46	S	42	20	E	L:L		calf
7812	AV00043	-3.667	L	40.333	L	12	8	1859	Sperm	3			Indian	Indian	3	40	S	40	20	E	L:L		2 cows and a calf
7813	AV00043	1.333	L	0.000		21	10	1859	Sperm	3			Indian	Indian	1	20	N				L:NA	east coast Africa in sight	probably
4534	AV00043	0.833	L	45.917	L	25	10	1859	Sperm	1			Indian	Indian	0	50	N	45	55	E	L:L		
4535	AV00043	0.000		0.000		15	11	1859	Sperm	3			Indian	Indian							NA:NA		equator, e coast Africa in sight
4536	AV00043	-9.917	L	61.833	L	25	1	1860	Sperm	2			Indian	Indian	9	55	S	61	50	E	L:L		
4537	AV00043	-8.267	L	65.000	L	7	4	1860	Sperm	1			Indian	Indian	8	16	S	65	0	E	L:L		
4538	AV00043	2.000	L	0.000		31	10	1860	Sperm	3			Indian	Indian	2	0	N				L:NA	off e coast Africa	probably sperm, bull and 2 small cows
4539	AV00045	41.283	L	-37.000	L	15	9	1861	Sperm	1			Atlantic	North Atlantic	41	17	N	37	0	W	L:L		shared with the John Dawson
4540	AV00045	42.400	L	-35.800	L	22	9	1861	Sperm	1			Atlantic	North Atlantic	42	24	N	35	48	W	L:L		
4541	AV00045	41.000	L	-36.833	L	30	9	1861	Sperm	5			Atlantic	North Atlantic	41	0	N	36	50	W	L:L		shared with the John Dawson
4542	AV00045	38.617	L	-29.800	L	18	10	1861	Sperm	1			Atlantic	North Atlantic	38	37	N	29	48	W	L:L		probably sperm, shared with the bark Lafarge
7823	AV00045	-24.067	L	-36.583	L	25	12	1861	Sperm	3			Atlantic	South Atlantic	24	4	S	36	35	W	L:L		
7824	AV00045	-25.550	L	-39.683	L	12	1	1862	Sperm	1			Atlantic	South Atlantic	25	33	S	39	41	W	L:L		
7825	AV00045	-31.217	L	-44.983	L	15	2	1862	Sperm	1			Atlantic	South Atlantic	31	13	S	44	59	W	L:L		shared with the Northern Light
7826	AV00045	-16.000	L	-2.500	L	3	5	1862	Sperm	1			Atlantic	South Atlantic	16	0	S	2	30	W	L:L		probably
7827	AV00045	33.000	L	-47.550	L	14	6	1862	Sperm	1			Atlantic	North Atlantic	33	0	N	47	33	W	L:L		
4548	AV00045	41.117	L	-36.500	L	15	7	1862	Sperm	1			Atlantic	North Atlantic	41	7	N	36	30	W	L:L		probably
4549	AV00045	36.100	L	-36.483	L	26	8	1862	Sperm	1			Atlantic	North Atlantic	36	6	N	36	29	W	L:L		shared with the bark Ocean
7830	AV00045	-25.467	L	-37.550	L	10	12	1862	Sperm	2			Atlantic	South Atlantic	25	28	S	37	33	W	L:L		
4551	AV00045	-31.650	L	-45.350	L	24	2	1863	Sperm	1			Atlantic	South Atlantic	31	39	S	45	21	W	L:L		probably sperm, shared with the Smyrna
4552	AV00045	-31.150	L	-43.883	L	7	3	1863	Sperm	1			Atlantic	South Atlantic	31	9	S	43	53	W	L:L		
6740	AV00045	-29.167	L	-43.500	L	30	3	1863	Sperm	3			Atlantic	South Atlantic	29	10	S	43	30	W	L:L		
7834	AV00045	34.667	L	-24.083	L	22	9	1863	Sperm	1			Atlantic	North Atlantic	34	40	N	24	5	W	L:L		
4555	AV00045	34.917	L	-25.000	L	26	9	1863	Sperm	1			Atlantic	North Atlantic	34	55	N	25	0	W	L:L		
4556	AV00045	33.183	L	-23.633	L	17	10	1863	Sperm	4			Atlantic	North Atlantic	33	11	N	23	38	W	L:L		2 of these included a cow and calf
13833	AV00045	38.580	I	-28.720	I	10	11	1863	Sperm	1			Atlantic	North Atlantic						W	I:I	NE point of Fayal bearing S 15 Miles	
4558	AV00046	35.000	L	-59.000	L	17	6	1864	Sperm	3			Atlantic	North Atlantic	35	0	N	59	0	W	L:L		
7839	AV00046	41.250	L	-38.733	L	24	8	1864	Sperm	1			Atlantic	North Atlantic	41	15	N	38	44	W	L:L		
7840	AV00046	42.417	L	-39.667	L	5	9	1864	Sperm	1			Atlantic	North Atlantic	42	25	N	39	40	W	L:L		probably
7841	AV00046	41.317	L	-40.133	L	2	10	1864	Sperm	1			Atlantic	North Atlantic	41	19	N	40	8	W	L:L		
7842	AV00046	-34.000	L	-50.983	L	14	2	1865	Sperm	1			Atlantic	South Atlantic	34	0	S	50	59	W	L:L		
4563	AV00046	-33.633	L	-49.500	L	20	2	1865	Sperm	1			Atlantic	South Atlantic	33	38	S	49	30	W	L:L		
6751	AV00046	-33.617	L	-49.300	L	8	3	1865	Sperm	1			Atlantic	South Atlantic	33	37	S	49	18	W	L:L		
6752	AV00046	-27.217	L	-5.133	L	28	5	1865	Sperm	3			Atlantic	South Atlantic	27	13	S	5	8	W	L:L		
7846	AV00046	-22.933	L	-3.667	L	4	6	1865	Sperm	1			Atlantic	South Atlantic	22	56	S	3	40	W	L:L		
7847	AV00046	-18.833	L	-5.083	L	27	6	1865	Sperm	1			Atlantic	South Atlantic	18	50	S	5	5	W	L:L		
14362	AV00046	-6.000	I	10.100	I	25	7	1865	Humpback	2			Atlantic	South Atlantic							I:I	coast of Africa just off Kabenda Bay	probably, one of these found dead
14364	AV00046	-6.000	I	10.100	I	27	7	1865	Humpback	1			Atlantic	South Atlantic							I:I	in vicinity of Kabenda Bay	
14361	AV00046	-6.000	I	10.100	I	1	8	1865	Humpback	1			Atlantic	South Atlantic							I:I	in vicinity of Kabenda Bay	
14363	AV00046	-6.000	I	10.100	I	12	8	1865	Humpback	1			Atlantic	South Atlantic							I:I	in vicinity of Kabenda Bay	
14359	AV00046	-6.000	I	10.100	I	14	8	1865	Humpback	1			Atlantic	South Atlantic							I:I	in vicinity of Kabenda Bay	
