sequence	VoyageID	Lat	LatType	Lon	LonType	Day	Month	Year	SpeciesName	Number_Whales	Vessel1	Vessel2	Ocean	Basin	DegLat	MinLat	NS	DegLong	MinLong	EW	PosType	Wording	Remarks
322	AV04377	-36.000	L	0.000		25	10	1838	Right	1			Indian	Indian	36	0	S				L:NA	off SW part of Australia	
4078	AV04377	-36.000	L	0.000		28	10	1838	Right	2			Indian	Indian	36	0	S				L:NA	off SW part of Australia	
1527	AV04377	-36.000	L	0.000		31	10	1838	Right	1			Indian	Indian	36	0	S				L:NA	off SW part of Australia	
3714	AV04377	-36.000	L	0.000		3	11	1838	Right	1			Indian	Indian	36	0	S				L:NA	off SW part of Australia	
1165	AV04377	-36.000	L	0.000		4	11	1838	Right	1			Indian	Indian	36	0	S				L:NA	off SW part of Australia	
4079	AV04377	-36.000	L	0.000		6	11	1838	Right	1			Indian	Indian	36	0	S				L:NA	off SW part of Australia	
436	AV04377	-36.000	L	0.000		7	11	1838	Right	1			Indian	Indian	36	0	S				L:NA	off SW part of Australia	
803	AV04377	-36.000	L	0.000		12	11	1838	Right	1			Indian	Indian	36	0	S				L:NA	off SW part of Australia	
13166	AV04377	-35.000	L	0.000	I	21	11	1838	Sperm	1			Indian	Indian	35	0	S				L:I	off Cape Liewin	
13172	AV04377	-38.000	L	0.000	I	9	12	1838	Right	1			Indian	Indian	38	0	S				L:I	off Cape Liewin	
13168	AV04377	-38.500	L	0.000	I	12	12	1838	Right	1			Indian	Indian	38	30	S				L:I	off Cape Liewin	
13169	AV04377	-38.500	L	0.000	I	13	12	1838	Right	2			Indian	Indian	38	30	S				L:I	off Cape Liewin	
13170	AV04377	0.000	I	0.000	I	16	12	1838	Right	1			Indian	Indian							I:I	off Cape Liewin	
13167	AV04377	0.000	I	0.000	I	20	12	1838	Right	2			Indian	Indian							I:I	off Cape Liewin	
10387	AV04377	-13.000	L	114.000	L	12	1	1839	Sperm	1			Indian	Indian	13	0	S	114	0	E	L:L		
9295	AV04377	-15.000	L	116.000	L	3	3	1839	Sperm	1			Indian	Indian	15	0	S	116	0	E	L:L		
8203	AV04377	-14.083	L	114.000	L	20	3	1839	Sperm	1			Indian	Indian	14	5	S	114	0	E	L:L		
6017	AV04377	-17.983	L	118.050	L	28	3	1839	Sperm	1			Indian	Indian	17	59	S	118	3	E	L:L		
13083	AV04377	-34.210	I	119.200	I	1	7	1839	Right	1			Indian	Indian							I:I	Doubtful Island Bay, south coast, Australia	
13095	AV04377	-34.210	I	119.200	I	6	8	1839	Right	1			Indian	Indian							I:I	Doubtful Island Bay, south coast, Australia	cow & calf
13089	AV04377	-34.210	I	119.200	I	11	8	1839	Right	1			Indian	Indian							I:I	Doubtful Island Bay, south coast, Australia	
13088	AV04377	-34.210	I	119.200	I	20	8	1839	Right	2			Indian	Indian							I:I	Doubtful Island Bay, south coast, Australia	
13090	AV04377	-34.210	I	119.200	I	31	8	1839	Right	1			Indian	Indian							I:I	Doubtful Island Bay, south coast, Australia	
13093	AV04377	-34.210	I	119.200	I	7	9	1839	Right	1	Mona		Indian	Indian							I:I	Doubtful Island Bay, south coast, Australia	
13096	AV04377	-34.210	I	119.200	I	11	9	1839	Right	1	Mona		Indian	Indian							I:I	Doubtful Island Bay, south coast, Australia	
13087	AV04377	-34.210	I	119.200	I	12	9	1839	Right	2	Mona		Indian	Indian							I:I	Doubtful Island Bay, south coast, Australia	
13092	AV04377	-34.210	I	119.200	I	14	9	1839	Right	2	Mona		Indian	Indian							I:I	Doubtful Island Bay, south coast, Australia	
13085	AV04377	-34.210	I	119.200	I	18	9	1839	Right	1	Mona		Indian	Indian							I:I	Doubtful Island Bay, south coast, Australia	
13086	AV04377	-34.210	I	119.200	I	19	9	1839	Right	1	Mona		Indian	Indian							I:I	Doubtful Island Bay, south coast, Australia	
13082	AV04377	-34.210	I	119.200	I	23	9	1839	Right	2	Mona		Indian	Indian							I:I	Doubtful Island Bay, south coast, Australia	
13094	AV04377	-34.210	I	119.200	I	29	9	1839	Right	1			Indian	Indian							I:I	Doubtful Island Bay, south coast, Australia	
12661	AV04378	-41.920	I	77.780	I	9	9	1840	Right	1			Indian	Indian							I:I	Amsterdam I.	
14732	AV04378	2.340	I	128.500	I	12	12	1840	Sperm	1			Indian	Indian							I:I	I. of Morty	
14731	AV04378	2.383	L	128.500	I	28	12	1840	Sperm	1			Indian	Indian	2	23	N				L:I	near Morty	
10407	AV04378	5.333	L	125.667	L	17	3	1841	Sperm	2			Indian	Indian	5	20	N	125	40	E	L:L		
10408	AV04378	5.100	L	125.717	L	21	3	1841	Sperm	1			Indian	Indian	5	6	N	125	43	E	L:L		
10409	AV04378	5.483	L	125.833	L	29	3	1841	Sperm	1			Indian	Indian	5	29	N	125	50	E	L:L		
10410	AV04378	6.083	L	122.200	L	13	4	1841	Sperm	2			Indian	Indian	6	5	N	122	12	E	L:L		
8467	AV04378	5.200	L	125.000	L	31	5	1841	Sperm	1			Indian	Indian	5	12	N	125	0	E	L:L		
8468	AV04378	5.133	L	125.333	L	2	6	1841	Sperm	1			Indian	Indian	5	8	N	125	20	E	L:L		
9562	AV04378	5.133	L	125.333	L	3	6	1841	Sperm	1			Indian	Indian	5	8	N	125	20	E	L:L		
7376	AV04378	5.333	L	125.067	L	25	6	1841	Sperm	1			Indian	Indian	5	20	N	125	4	E	L:L		
7377	AV04378	5.750	L	125.917	L	30	6	1841	Sperm	2			Indian	Indian	5	45	N	125	55	E	L:L		
4098	AV04378	1.500	L	131.500	L	17	7	1841	Sperm	2			Indian	Indian	1	30	N	131	30	E	L:L		
1084	AV04378	-40.000	L	108.000	L	5	12	1841	Right	1			Indian	Indian	40	0	S	108	0	E	L:L		
1206	AV04378	-40.183	L	112.083	L	9	12	1841	Right	1			Indian	Indian	40	11	S	112	5	E	L:L		
1328	AV04378	-40.550	L	112.250	L	11	12	1841	Right	1			Indian	Indian	40	33	S	112	15	E	L:L		
3075	AV04378	-40.017	L	113.000	L	12	12	1841	Right	1			Indian	Indian	40	1	S	113	0	E	L:L		
2995	AV04378	-44.450	L	124.500	L	30	12	1841	Right	1			Indian	Indian	44	27	S	124	30	E	L:L		
2549	AV04378	-45.500	L	175.483	L	20	2	1842	Right	1			Pacific	South Pacific	45	30	S	175	29	E	L:L		
1211	AV04378	-46.500	L	173.867	L	5	3	1842	Right	1			Pacific	South Pacific	46	30	S	173	52	E	L:L		
1212	AV04378	-45.417	L	175.850	L	11	3	1842	Right	1			Pacific	South Pacific	45	25	S	175	51	E	L:L		
4372	AV04378	-45.417	L	175.850	L	12	3	1842	Right	1			Pacific	South Pacific	45	25	S	175	51	E	L:L		
5102	AV04378	-45.750	L	176.167	L	15	3	1842	Right	1			Pacific	South Pacific	45	45	S	176	10	E	L:L		
5103	AV04378	-45.750	L	176.167	L	16	3	1842	Right	1			Pacific	South Pacific	45	45	S	176	10	E	L:L		
5104	AV04378	-45.583	L	176.583	L	18	3	1842	Right	1			Pacific	South Pacific	45	35	S	176	35	E	L:L		
1460	AV04378	-45.167	L	177.200	L	4	4	1842	Right	1			Pacific	South Pacific	45	10	S	177	12	E	L:L		
15008	AV04378	0.000	I	0.000	I	25	6	1842	Right	1			Pacific	South Pacific							I:I	Pegasus Bay (SE coast, New Zealand)	
15009	AV04378	0.000	I	0.000	I	5	7	1842	Right	1			Pacific	South Pacific							I:I	Pegasus Bay  	
1584	AV04378	-44.433	L	172.533	L	12	7	1842	Right	1			Pacific	South Pacific	44	26	S	172	32	E	L:L		
1465	AV04378	-44.433	L	172.533	L	13	7	1842	Right	1			Pacific	South Pacific	44	26	S	172	32	E	L:L		
1223	AV04378	-44.000	L	0.000		18	7	1842	Right	1			Pacific	South Pacific	44	0	S				L:NA	close to land	found dead
2560	AV04378	-44.183	L	0.000		21	7	1842	Right	1			Pacific	South Pacific	44	11	S				L:NA	close to land	
10678	AV04380	-23.967	L	60.000	L	10	1	1844	Sperm	1			Indian	Indian	23	58	S	60	0	E	L:L		
10679	AV04380	-24.550	L	49.000	L	8	2	1844	Sperm	1			Indian	Indian	24	33	S	49	0	E	L:L		
10680	AV04380	-24.000	L	49.000	L	15	2	1844	Sperm	1			Indian	Indian	24	0	S	49	0	E	L:L		
4121	AV04380	-23.900	L	49.000	L	17	2	1844	Sperm	1			Indian	Indian	23	54	S	49	0	E	L:L		
4122	AV04380	-23.500	L	49.000	L	19	2	1844	Sperm	1			Indian	Indian	23	30	S	49	0	E	L:L		
4123	AV04380	-23.683	L	49.000	L	27	2	1844	Sperm	1			Indian	Indian	23	41	S	49	0	E	L:L		
7404	AV04380	-24.000	L	49.000	L	29	2	1844	Sperm	1			Indian	Indian	24	0	S	49	0	E	L:L		
14018	AV04380	-12.400	L	43.350	I	27	7	1844	Sperm	2			Indian	Indian	12	24	S				L:I	near I. of Comora	
4126	AV04380	-9.850	L	41.000	L	9	8	1844	Sperm	2			Indian	Indian	9	51	S	41	0	E	L:L		
7407	AV04380	-7.700	L	41.150	L	25	8	1844	Sperm	4			Indian	Indian	7	42	S	41	9	E	L:L		one found dead
4128	AV04380	-6.900	L	42.000	L	8	9	1844	Sperm	2			Indian	Indian	6	54	S	42	0	E	L:L		
4129	AV04380	-7.017	L	41.000	L	26	9	1844	Sperm	4			Indian	Indian	7	1	S	41	0	E	L:L		
7410	AV04380	-6.900	L	41.000	L	29	9	1844	Sperm	2			Indian	Indian	6	54	S	41	0	E	L:L		
7411	AV04380	-14.983	L	55.250	L	4	12	1844	Sperm	1			Indian	Indian	14	59	S	55	15	E	L:L		
10692	AV04380	-19.833	L	53.000	L	13	12	1844	Sperm	3			Indian	Indian	19	50	S	53	0	E	L:L		
7413	AV04380	-22.750	L	51.000	L	13	1	1845	Sperm	1			Indian	Indian	22	45	S	51	0	E	L:L		
7414	AV04380	-24.600	L	48.667	L	22	1	1845	Sperm	1			Indian	Indian	24	36	S	48	40	E	L:L		
7415	AV04380	-25.300	L	48.000	L	26	1	1845	Sperm	1			Indian	Indian	25	18	S	48	0	E	L:L		
7416	AV04380	-25.833	L	49.000	L	2	2	1845	Sperm	1			Indian	Indian	25	50	S	49	0	E	L:L		
7417	AV04380	-25.833	L	49.000	L	15	2	1845	Sperm	1			Indian	Indian	25	50	S	49	0	E	L:L		
10334	AV04380	-23.150	L	48.833	L	21	2	1845	Sperm	1			Indian	Indian	23	9	S	48	50	E	L:L		
10335	AV04380	-24.300	L	48.833	L	23	2	1845	Sperm	1			Indian	Indian	24	18	S	48	50	E	L:L		
3047	AV04389	-43.200	L	-45.833	L	4	2	1845	Right	1			Atlantic	South Atlantic	43	12	S	45	50	W	L:L		
2317	AV04389	-43.500	L	-45.667	L	17	2	1845	Right	1			Atlantic	South Atlantic	43	30	S	45	40	W	L:L		
12973	AV04389	0.000	I	0.000	I	12	6	1845	Sperm	1			Indian	Indian							I:I	near Bourbon I.	
5700	AV04389	-18.367	L	40.400	L	20	8	1845	Sperm	1			Indian	Indian	18	22	S	40	24	E	L:L		
10804	AV04389	-18.200	L	40.833	L	6	9	1845	Sperm	1			Indian	Indian	18	12	S	40	50	E	L:L		
11919	AV04389	-18.000	L	41.000	L	10	9	1845	Sperm	2			Indian	Indian	18	0	S	41	0	E	L:L		
12037	AV04389	-18.000	L	41.000	L	11	9	1845	Sperm	2			Indian	Indian	18	0	S	41	0	E	L:L		
12230	AV04389	-23.067	L	47.350	L	5	12	1845	Sperm	2			Indian	Indian	23	4	S	47	21	E	L:L		
11450	AV04402	-13.117	L	-79.833	L	5	9	1842	Sperm	1			Pacific	South Pacific	13	7	S	79	50	W	L:L		
7077	AV04402	-12.767	L	-85.417	L	12	9	1842	Sperm	1			Pacific	South Pacific	12	46	S	85	25	W	L:L		
10358	AV04402	-0.833	L	-115.500	L	11	11	1842	Sperm	3			Pacific	South Pacific	0	50	S	115	30	W	L:L		
9268	AV04402	-0.133	L	-117.000	L	25	11	1842	Sperm	2			Pacific	South Pacific	0	8	S	117	0	W	L:L		
11456	AV04402	-6.767	L	-136.483	L	21	1	1843	Sperm	3			Pacific	South Pacific	6	46	S	136	29	W	L:L		
11811	AV04402	-4.300	L	-158.033	L	25	2	1843	Sperm	1			Pacific	South Pacific	4	18	S	158	2	W	L:L		
8175	AV04402	-3.783	L	-157.500	L	2	3	1843	Sperm	1			Pacific	South Pacific	3	47	S	157	30	W	L:L		
11092	AV04402	-4.250	L	-158.100	L	9	3	1843	Sperm	1			Pacific	South Pacific	4	15	S	158	6	W	L:L		
9272	AV04402	-1.467	L	174.333	L	22	6	1843	Sperm	3			Pacific	South Pacific	1	28	S	174	20	E	L:L		
5992	AV04402	-1.167	L	174.500	L	24	6	1843	Sperm	5			Pacific	South Pacific	1	10	S	174	30	E	L:L		
12189	AV04402	-0.750	L	174.500	L	6	7	1843	Sperm	4			Pacific	South Pacific	0	45	S	174	30	E	L:L		
12190	AV04402	-0.300	L	174.000	L	13	7	1843	Sperm	2			Pacific	South Pacific	0	18	S	174	0	E	L:L		
11827	AV04402	-1.483	L	174.383	L	13	8	1843	Sperm	1			Pacific	South Pacific	1	29	S	174	23	E	L:L		
11099	AV04402	-1.433	L	174.317	L	14	8	1843	Sperm	2			Pacific	South Pacific	1	26	S	174	19	E	L:L		
11100	AV04402	-0.900	L	174.400	L	29	8	1843	Sperm	1			Pacific	South Pacific	0	54	S	174	24	E	L:L		
12444	AV04402	-0.383	L	174.333	L	31	8	1843	Sperm	2			Pacific	South Pacific	0	23	S	174	20	E	L:L		
10372	AV04402	-0.300	L	173.583	L	8	9	1843	Sperm	3			Pacific	South Pacific	0	18	S	173	35	E	L:L		
12414	AV04402	-0.117	L	173.967	L	12	9	1843	Sperm	2			Pacific	South Pacific	0	7	S	173	58	E	L:L		
10374	AV04402	-0.050	L	174.267	L	18	9	1843	Sperm	2			Pacific	South Pacific	0	3	S	174	16	E	L:L		
6002	AV04402	-0.100	L	174.267	L	20	9	1843	Sperm	1			Pacific	South Pacific	0	6	S	174	16	E	L:L		
11470	AV04402	-0.083	L	173.883	L	27	9	1843	Sperm	1			Pacific	South Pacific	0	5	S	173	53	E	L:L		
11838	AV04402	-0.100	L	173.400	L	3	10	1843	Sperm	3			Pacific	South Pacific	0	6	S	173	24	E	L:L		
11108	AV04402	-0.050	L	174.200	L	25	10	1843	Sperm	1			Pacific	South Pacific	0	3	S	174	12	E	L:L		
8558	AV04402	-6.183	L	-176.067	L	31	12	1843	Sperm	1			Pacific	South Pacific	6	11	S	176	4	W	L:L		
10507	AV04402	-2.083	L	0.000		24	3	1844	Sperm	4			Pacific	South Pacific	2	5	S	180			L:NA		
11111	AV04402	-0.917	L	175.933	L	31	3	1844	Sperm	2			Pacific	South Pacific	0	55	S	175	56	E	L:L		
10019	AV04402	-0.917	L	175.000	L	2	4	1844	Sperm	1			Pacific	South Pacific	0	55	S	175	0	E	L:L		
10265	AV04402	-0.167	L	173.800	L	6	4	1844	Sperm	2			Pacific	South Pacific	0	10	S	173	48	E	L:L		
10348	AV04402	-0.417	L	173.183	L	8	4	1844	Sperm	1			Pacific	South Pacific	0	25	S	173	11	E	L:L		
11360	AV04402	-3.550	L	175.083	L	6	5	1844	Sperm	1			Pacific	South Pacific	3	33	S	175	5	E	L:L		
11929	AV04402	-0.500	L	175.000	L	13	5	1844	Sperm	1			Pacific	South Pacific	0	30	S	175	0	E	L:L		
11241	AV04402	-1.583	L	174.833	L	19	7	1844	Sperm	4			Pacific	South Pacific	1	35	S	174	50	E	L:L		
12092	AV04402	-2.167	L	173.800	L	3	9	1844	Sperm	1			Pacific	South Pacific	2	10	S	173	48	E	L:L		
12378	AV04402	-1.600	L	176.567	L	22	9	1844	Sperm	5			Pacific	South Pacific	1	36	S	176	34	E	L:L		
11975	AV04402	-1.600	L	176.567	L	23	9	1844	Sperm	1			Pacific	South Pacific	1	36	S	176	34	E	L:L		found dead
10030	AV04402	-11.817	L	177.000	L	16	10	1844	Sperm	1			Pacific	South Pacific	11	49	S	177	0	E	L:L		
11124	AV04402	-12.267	L	177.433	L	19	10	1844	Sperm	3			Pacific	South Pacific	12	16	S	177	26	E	L:L		
9665	AV04402	-30.750	L	-176.267	L	1	12	1844	Sperm	1			Pacific	South Pacific	30	45	S	176	16	W	L:L		
10395	AV04402	-31.033	L	-178.500	L	16	12	1844	Sperm	1			Pacific	South Pacific	31	2	S	178	30	W	L:L		
15872	AV04402	-29.370	I	-177.920	I	30	1	1845	Sperm	1			Pacific	South Pacific							I:I	Sunday I. bearing SSE, 35 miles	
1915	AV04402	48.617	L	163.000	L	15	6	1845	Right	1			Pacific	North Pacific	48	37	N	163	0	E	L:L		
4831	AV04402	48.200	L	163.533	L	18	6	1845	Right	1			Pacific	North Pacific	48	12	N	163	32	E	L:L		
1917	AV04402	49.867	L	162.467	L	8	7	1845	Right	1			Pacific	North Pacific	49	52	N	162	28	E	L:L		
2283	AV04402	52.117	L	159.467	L	7	9	1845	Right	1			Pacific	North Pacific	52	7	N	159	28	E	L:L		found dead
11594	AV04402	-19.200	L	-169.750	L	4	12	1845	Sperm	1			Pacific	South Pacific	19	12	S	169	45	W	L:L		
9309	AV04402	-23.133	L	-173.500	L	11	12	1845	Sperm	1			Pacific	South Pacific	23	8	S	173	30	W	L:L		
11300	AV04402	-25.450	L	-174.500	L	15	12	1845	Sperm	1			Pacific	South Pacific	25	27	S	174	30	W	L:L		
11677	AV04402	-25.567	L	-175.783	L	19	12	1845	Sperm	1			Pacific	South Pacific	25	34	S	175	47	W	L:L		
12011	AV04407	38.417	L	-58.433	L	18	7	1863	Sperm	2			Atlantic	North Atlantic	38	25	N	58	26	W	L:L		
11985	AV04407	8.000	L	-19.000	L	25	8	1863	Sperm	3			Atlantic	North Atlantic	8	0	N	19	0	W	L:L		
12441	AV04407	8.000	L	-19.000	L	26	8	1863	Sperm	2			Atlantic	North Atlantic	8	0	N	19	0	W	L:L		
2290	AV04407	-51.317	L	-68.917	L	27	11	1863	Right	1			Atlantic	South Atlantic	51	19	S	68	55	W	L:L		
2291	AV04407	-51.400	L	-67.500	L	30	11	1863	Right	1			Atlantic	South Atlantic	51	24	S	67	30	W	L:L		
2656	AV04407	-50.700	L	-66.533	L	9	12	1863	Right	1			Atlantic	South Atlantic	50	42	S	66	32	W	L:L		probably
1138	AV04407	62.100	L	0.000		21	6	1864	Bowhead	1			Pacific	North Pacific	62	6	N	180			L:NA		
1139	AV04407	62.100	L	0.000		22	6	1864	Bowhead	1			Pacific	North Pacific	62	6	N	180			L:NA		prob.
1140	AV04407	70.267	L	-165.000	L	10	8	1864	Bowhead	2			Arctic	Arctic	70	16	N	165	0	W	L:L		
1141	AV04407	70.217	L	-165.517	L	15	8	1864	Bowhead	1			Arctic	Arctic	70	13	N	165	31	W	L:L		
1142	AV04407	70.217	L	-165.517	L	25	8	1864	Bowhead	1			Arctic	Arctic	70	13	N	165	31	W	L:L		
14367	AV04407	0.000	I	0.000	I	3	12	1864	Sperm	5			Pacific	North Pacific							I:I	off Karakakoa Bay, Owhyhee (Sandwich Id.)	
14368	AV04407	0.000	I	0.000	I	9	12	1864	Sperm	1			Pacific	North Pacific							I:I	off Karakakoa Bay, Owhyhee (Sandwich Id.)	
14371	AV04407	0.000	I	0.000	I	30	12	1864	Sperm	1			Pacific	North Pacific							I:I	off Karakakoa Bay, Owhyhee (Sandwich Id.)	found dead
2665	AV04407	50.000	L	158.000	L	10	9	1865	Right	1			Okhotsk	North Pacific	50	0	N	158	0	E	L:L	off Alaid Id., near tip of Kamshatka	
1937	AV04407	50.000	L	158.000	L	19	9	1865	Right	1			Okhotsk	North Pacific	50	0	N	158	0	E	L:L	off Alaid Id., near tip of Kamshatka	
11513	AV04407	-15.000	L	-148.000	L	25	12	1865	Sperm	2			Pacific	South Pacific	15	0	S	148	0	W	L:L	Off Dean's Id. (approx 15 S, 148 W)	
12245	AV04407	-15.000	L	-148.000	L	27	12	1865	Sperm	4			Pacific	South Pacific	15	0	S	148	0	W	L:L	Off Dean's Id. (approx 15 S, 148 W)	
11515	AV04407	-15.000	L	-148.000	L	4	1	1866	Sperm	3			Pacific	South Pacific	15	0	S	148	0	W	L:L	Off Dean's Id. (approx 15 S, 148 W)	
5220	AV04407	55.850	L	0.000		20	5	1866	Right	1			Pacific	North Pacific	55	51	N				L:NA	near Sitka	
1942	AV04407	0.000		0.000		5	6	1866	Right	1			Pacific	North Pacific							NA:NA	off Cross Sound, NW Coast	
13151	AV04407	0.000	I	0.000	I	11	6	1866	Right	1			Pacific	North Pacific							I:I	off Cape Fairweather, NW Coast	
15177	AV04407	52.000	I	-128.000	I	29	6	1866	Right	1			Pacific	North Pacific							I:I	off Queen Charlotte's Id.	
15181	AV04407	52.000	I	-128.000	I	9	7	1866	Right	1			Pacific	North Pacific							I:I	off Queen Charlotte's Id.	
15178	AV04407	52.000	I	-128.000	I	11	7	1866	Right	1			Pacific	North Pacific							I:I	off Queen Charlotte's Id.	
15179	AV04407	52.000	I	-128.000	I	24	7	1866	Right	1			Pacific	North Pacific							I:I	off Queen Charlotte's Id.	
15186	AV04407	52.000	I	-128.000	I	28	7	1866	Right	1			Pacific	North Pacific							I:I	off Queen Charlotte's Id.	
15184	AV04407	52.000	I	-128.000	I	29	7	1866	Right	1			Pacific	North Pacific							I:I	off Queen Charlotte's Id.	
11808	AV04407	1.350	L	-87.367	L	16	11	1866	Sperm	2			Pacific	North Pacific	1	21	N	87	22	W	L:L		
12571	AV04407	-0.600	I	-91.150	I	22	11	1866	Sperm	1			Pacific	South Pacific							I:I	off N. Head Albemarle	
12552	AV04407	-0.600	I	-91.150	I	9	12	1866	Sperm	4			Pacific	South Pacific							I:I	off N. Head Albemarle	
12553	AV04407	-0.600	I	-91.150	I	16	12	1866	Sperm	1			Pacific	South Pacific							I:I	off N. Head Albemarle	
12559	AV04407	-0.600	I	-91.150	I	22	12	1866	Sperm	3			Pacific	South Pacific							I:I	land in sight, near N. Haed of Albemarle	
12568	AV04407	-0.600	I	-91.150	I	5	1	1867	Sperm	2			Pacific	South Pacific							I:I	land in sight, near N. Haed of Albemarle	
3010	AV04407	0.000		0.000		9	5	1867	Right	1	Bark Fanny		Pacific	North Pacific							NA:NA	off Forresters Id. (N.W. Coast)	
15183	AV04407	52.000	I	-128.000	I	9	6	1867	Right	1			Pacific	North Pacific							I:I	Off Queen Charlotte's Id. (N.W. Coast)	
11536	AV04407	0.000		0.000		1	7	1867	Sperm	2			Pacific	North Pacific							NA:NA	Off Hippa Id. (N.W. Coast)	
15188	AV04407	52.000	I	-128.000	I	26	7	1867	Right	2			Pacific	North Pacific							I:I	Off Queen Charlotte's Id. (N.W. Coast)	
12860	AV04407	65.000	I	-171.000	I	10	9	1867	Right	1			Pacific	North Pacific							I:I	Off St. George's Id. (Behring Sea)	
3347	AV04407	0.000		0.000		14	9	1867	Right	1			Pacific	North Pacific							NA:NA	between St. George's & Otter Id.	
12866	AV04407	65.000	I	-171.000	I	21	9	1867	Right	1			Pacific	North Pacific							I:I	Behring Sea	
12352	AV04407	-11.000	L	-139.500	L	16	1	1868	Sperm	1			Pacific	South Pacific	11	0	S	139	30	W	L:L		
11664	AV04407	31.000	L	-66.000	L	4	6	1868	Sperm	3			Atlantic	North Atlantic	31	0	N	66	0	W	L:L		
7420	AV04409	-26.450	L	-36.700	L	14	1	1869	Sperm	3			Atlantic	South Atlantic	26	27	S	36	42	W	L:L		
7421	AV04409	-38.850	L	-75.517	L	28	2	1869	Sperm	1			Pacific	South Pacific	38	51	S	75	31	W	L:L		
12862	AV04409	65.000	I	-171.000	I	6	9	1869	Gray	1			Behring Str	North Pacific							I:I	[no indication more specific than Behring Str]	found dead
15813	AV04409	57.090	I	-170.130	I	20	9	1869	Right	1			Pacific	North Pacific							I:I	near St. Paul's I.	prob right
2587	AV04409	0.000		0.000		23	9	1869	Right	1			Pacific	North Pacific							NA:NA	(doutful position)	
2589	AV04409	0.000		0.000		24	9	1869	Right	1			Pacific	North Pacific							NA:NA	(doutful position)	prob right
2875	AV04409	0.000		0.000		7	10	1869	Right	1			Pacific	North Pacific							NA:NA	(doutful position)	
7427	AV04409	0.000	L	-108.000	L	2	2	1870	Sperm	3			Pacific	South Pacific	0	0	S	108	0	W	L:L		
10708	AV04409	-4.833	L	-109.850	L	22	2	1870	Sperm	1			Pacific	South Pacific	4	50	S	109	51	W	L:L		
7429	AV04409	-4.500	L	-114.000	L	8	3	1870	Sperm	1			Pacific	South Pacific	4	30	S	114	0	W	L:L		
1074	AV04409	70.417	L	-162.800	L	17	8	1870	Bowhead	1			Arctic	Arctic	70	25	N	162	48	W	L:L		
1196	AV04409	70.417	L	-162.800	L	29	8	1870	Bowhead	1			Arctic	Arctic	70	25	N	162	48	W	L:L		prob bowhead
1197	AV04409	70.417	L	-162.800	L	31	8	1870	Bowhead	1			Arctic	Arctic	70	25	N	162	48	W	L:L		
1198	AV04409	71.333	L	-165.000	L	18	9	1870	Bowhead	2			Arctic	Arctic	71	20	N	165	0	W	L:L		
15783	AV04409	63.300	I	-169.150	I	2	7	1871	Gray	1			Pacific	North Pacific							I:I	between St. Lawrence I. and Siberian shore	
12858	AV04409	66.000	L	-168.000	L	8	7	1871	Gray	1			Behring Str	North Pacific	66	0	N	168	0	W	L:L	in southern entrance	
13778	AV04409	0.000	I	0.000	I	15	7	1871	Gray	2				North Pacific							I:I	off Cape East	
1446	AV04409	0.000		0.000		7	9	1871	Bowhead	1				North Pacific							NA:NA	[none given]	prob bowhead
11920	AV04420	18.333	L	-26.450	L	26	11	1849	Sperm	6			Atlantic	North Atlantic	18	20	N	26	27	W	L:L		
11308	AV04420	17.417	L	-26.333	L	27	11	1849	Sperm	2			Atlantic	North Atlantic	17	25	N	26	20	W	L:L		
8393	AV04420	17.917	L	-27.167	L	29	11	1849	Sperm	4			Atlantic	North Atlantic	17	55	N	27	10	W	L:L		
5114	AV04420	-13.900	L	-32.833	L	23	1	1850	Sperm	1			Atlantic	South Atlantic	13	54	S	32	50	W	L:L		
11675	AV04420	-13.933	L	-32.933	L	24	1	1850	Sperm	2			Atlantic	South Atlantic	13	56	S	32	56	W	L:L		
8396	AV04420	-13.900	L	-33.000	L	25	1	1850	Sperm	1			Atlantic	South Atlantic	13	54	S	33	0	W	L:L		
4286	AV04420	-41.650	L	-58.750	L	24	3	1850	Right	1			Atlantic	South Atlantic	41	39	S	58	45	W	L:L		
2103	AV04420	-43.933	L	-59.933	L	12	4	1850	Right	2			Atlantic	South Atlantic	43	56	S	59	56	W	L:L		
2996	AV04420	-43.450	L	-60.017	L	20	4	1850	Right	1			Atlantic	South Atlantic	43	27	S	60	1	W	L:L		
644	AV04420	-44.150	L	-60.717	L	22	4	1850	Right	1			Atlantic	South Atlantic	44	9	S	60	43	W	L:L		
403	AV04420	-43.633	L	-59.750	L	26	4	1850	Right	1			Atlantic	South Atlantic	43	38	S	59	45	W	L:L		
8402	AV04420	-17.667	L	-36.167	L	10	9	1850	Sperm	1			Atlantic	South Atlantic	17	40	S	36	10	W	L:L		
8403	AV04420	-16.667	L	-36.500	L	11	9	1850	Sperm	2			Atlantic	South Atlantic	16	40	S	36	30	W	L:L		
8404	AV04420	-36.300	L	-31.000	L	18	10	1850	Sperm	2			Atlantic	South Atlantic	36	18	S	31	0	W	L:L		
4415	AV04420	-36.750	L	-24.417	L	14	11	1850	Right	1			Atlantic	South Atlantic	36	45	S	24	25	W	L:L		
4296	AV04420	-36.333	L	-25.000	L	17	11	1850	Right	1			Atlantic	South Atlantic	36	20	S	25	0	W	L:L		
4297	AV04420	-36.667	L	-25.683	L	23	11	1850	Right	1			Atlantic	South Atlantic	36	40	S	25	41	W	L:L		
4298	AV04420	-36.817	L	-26.000	L	3	12	1850	Right	1			Atlantic	South Atlantic	36	49	S	26	0	W	L:L		
